entry_date,exit_date,entry_price,exit_price,pnl_pips,status,days_held
2024-03-02 01:43:52.199797,2024-03-02 05:43:52.199797,1.036013620100425,1.039013620100425,29.999999999998916,TARGET_MIN,0
2024-03-02 17:43:52.199797,2024-03-03 01:43:52.199797,1.0410705297704492,1.0440705297704491,29.999999999998916,TARGET_MIN,0
2024-03-10 05:43:52.199797,2024-03-10 09:43:52.199797,1.0401480672641406,1.036864495112018,-32.83572152122494,SL,0
2024-03-12 09:43:52.199797,2024-03-12 17:43:52.199797,1.0552964511001741,1.0514765535540067,-38.19897546167405,SL,0
2024-03-12 21:43:52.199797,2024-03-13 01:43:52.199797,1.0556100949076832,1.058610094907683,29.999999999998916,TARGET_MIN,0
2024-03-13 05:43:52.199797,2024-03-13 09:43:52.199797,1.0642110363581334,1.0601830578606435,-40.27978497489926,SL,0
2024-03-13 13:43:52.199797,2024-03-13 17:43:52.199797,1.0672665439107345,1.062545682674399,-47.20861236335416,SL,0
2024-03-14 01:43:52.199797,2024-03-14 09:43:52.199797,1.0752767348936743,1.0696996528412506,-55.770820524236875,SL,0
2024-04-06 21:43:52.199797,2024-04-07 05:43:52.199797,1.116644968971067,1.1196449689710668,29.999999999998916,TARGET_MIN,0
2024-04-08 05:43:52.199797,2024-04-09 05:43:52.199797,1.123978520533864,1.1269785205338638,29.999999999998916,TARGET_MIN,1
2024-04-09 05:43:52.199797,2024-04-09 09:43:52.199797,1.1334933494492154,1.1294141249868277,-40.792244623877316,SL,0
2024-04-09 13:43:52.199797,2024-04-09 17:43:52.199797,1.139033861369753,1.1342577339513669,-47.76127418386178,SL,0
2024-04-20 17:43:52.199797,2024-04-20 21:43:52.199797,1.174254888798809,1.1772548887988088,29.999999999998916,TARGET_MIN,0
2024-04-22 21:43:52.199797,2024-04-23 17:43:52.199797,1.1885477349352385,1.1845786257686082,-39.69109166630291,SL,0
2024-04-23 13:43:52.199797,2024-04-23 17:43:52.199797,1.1891013735472178,1.1857901411819736,-33.112323652442214,SL,0
2024-04-24 09:43:52.199797,2024-04-24 13:43:52.199797,1.20321535887373,1.2062153588737299,29.999999999998916,TARGET_MIN,0
2024-05-07 09:43:52.199797,2024-05-07 13:43:52.199797,1.2328807263492487,1.2276259453077585,-52.547810414902415,SL,0
2024-05-08 09:43:52.199797,2024-05-08 17:43:52.199797,1.2163056047619927,1.211563996470156,-47.41608291836785,SL,0
2024-05-08 21:43:52.199797,2024-05-10 01:43:52.199797,1.2183336462200434,1.2213336462200433,29.999999999998916,TARGET_MIN,1
2024-05-10 01:43:52.199797,2024-05-10 09:43:52.199797,1.223632060737235,1.2193814824252376,-42.50578311997488,SL,0
2024-05-11 21:43:52.199797,2024-05-12 01:43:52.199797,1.2357506357903747,1.2387506357903746,29.999999999998916,TARGET_MIN,0
2024-05-12 05:43:52.199797,2024-05-12 13:43:52.199797,1.2423899135541754,1.235626337445754,-67.63576108421488,SL,0
2024-05-17 13:43:52.199797,2024-05-17 17:43:52.199797,1.214458623818441,1.2092599262493429,-51.98697569098076,SL,0
2024-05-18 05:43:52.199797,2024-05-18 09:43:52.199797,1.2140456167325233,1.210219323536455,-38.2629319606842,SL,0
2024-05-18 21:43:52.199797,2024-05-19 01:43:52.199797,1.2041537788258363,1.2071537788258362,29.999999999998916,TARGET_MIN,0
2024-05-19 05:43:52.199797,2024-05-19 09:43:52.199797,1.203917405168525,1.206917405168525,29.999999999998916,TARGET_MIN,0
2024-05-20 09:43:52.199797,2024-05-20 13:43:52.199797,1.1804229106914084,1.1834229106914083,29.999999999998916,TARGET_MIN,0
2024-05-19 21:43:52.199797,2024-05-20 17:43:52.199797,1.1832386754505808,1.1775277988187527,-57.10876631828121,SL,0
2024-05-23 01:43:52.199797,2024-05-23 05:43:52.199797,1.1531723613997766,1.1561723613997765,29.999999999998916,TARGET_MIN,0
2024-05-24 13:43:52.199797,2024-05-24 21:43:52.199797,1.165880094056621,1.1611331382541812,-47.469558024397784,SL,0
2024-05-26 21:43:52.199797,2024-05-27 09:43:52.199797,1.1542092088463631,1.157209208846363,29.999999999998916,TARGET_MIN,0
2024-05-28 01:43:52.199797,2024-05-28 09:43:52.199797,1.1562276020294469,1.1592276020294467,29.999999999998916,TARGET_MIN,0
2024-05-28 21:43:52.199797,2024-05-29 09:43:52.199797,1.1632448194556313,1.1662448194556312,29.999999999998916,TARGET_MIN,0
2024-05-29 13:43:52.199797,2024-05-30 17:43:52.199797,1.179822051803272,1.1740485247964056,-57.735270068663965,SL,1
2024-06-01 01:43:52.199797,2024-06-01 05:43:52.199797,1.1747110169578663,1.1777110169578662,29.999999999998916,TARGET_MIN,0
2024-06-02 05:43:52.199797,2024-06-02 09:43:52.199797,1.1975822315197735,1.1923836621596693,-51.9856936010421,SL,0
2024-06-09 13:43:52.199797,2024-06-09 17:43:52.199797,1.207428644000287,1.210428644000287,29.999999999998916,TARGET_MIN,0
2024-06-10 17:43:52.199797,2024-06-11 09:43:52.199797,1.2235551459340641,1.2181366627449761,-54.18483189087997,SL,0
2024-06-11 09:43:52.199797,2024-06-11 21:43:52.199797,1.2180201250345326,1.2133470073838208,-46.73117650711767,SL,0
2024-06-20 09:43:52.199797,2024-06-20 17:43:52.199797,1.2082811563540592,1.211281156354059,29.999999999998916,TARGET_MIN,0
2024-06-22 21:43:52.199797,2024-06-23 01:43:52.199797,1.1942706075939673,1.1907947676681945,-34.75839925772828,SL,0
